finding_id,target,category,claim,repository,sha,path,line_start,line_end,permalink,quote,status
F033,livebench,truncation_visibility,Anthropic completion path records an empty answer with token_exhaustion instead of retrying when reasoning consumes the cap.,LiveBench/LiveBench,00eae856aa1c1a9e9d058a65a9a94d85884034c4,livebench/model/completions.py,578,587,https://github.com/LiveBench/LiveBench/blob/00eae856aa1c1a9e9d058a65a9a94d85884034c4/livebench/model/completions.py#L578-L587,"    text_messages = [c for c in message if c['type'] == 'text' and c.get('text', '').strip()]
    if len(text_messages) == 0:
        block_types = [c['type'] for c in message]
        if stop_reason == 'max_tokens':
            # Token exhaustion: the entire max_tokens budget went to the thinking
            # block, leaving no final answer. Match the litellm path -- record an
            # empty answer + eval_status so it grades as a genuine 0 (a real model
            # failure), not a hard infra $ERROR$. Do NOT retry-chase token limits.
            _md: dict[str, Any] = {'eval_status': 'token_exhaustion'}
            _out = -1
",verified
F034,math-verify,extraction_fallback,Public parse defaults to LaTeX/expression extraction and first-match string fallback.,huggingface/Math-Verify,ba3d3aaff23b3f4cac7a14672b4f6e293d97c98b,src/math_verify/parser.py,649,682,https://github.com/huggingface/Math-Verify/blob/ba3d3aaff23b3f4cac7a14672b4f6e293d97c98b/src/math_verify/parser.py#L649-L682,"def parse(
    pred: str,
    extraction_config: Sequence[ExtractionTarget] = [
        LatexExtractionConfig(),
        ExprExtractionConfig(),
    ],
    fallback_mode: Literal[""no_fallback"", ""first_match""] = ""first_match"",
    extraction_mode: Literal[""first_match"", ""any_match""] = ""any_match"",
    parsing_timeout: int = 5,
    raise_on_error: bool = False,
):
    """"""Extracts and parses mathematical expressions from a prediction string.

    This function attempts to extract mathematical expressions from text using various strategies
    (LaTeX, plain expressions, etc.) and converts them to SymPy objects.

    Args:
        pred (str): The prediction string to parse.
        extraction_config (Sequence[ExtractionTarget], optional): Configuration for what types of expressions
            to extract and how to extract them. Defaults to [LatexExtractionConfig(), ExprExtractionConfig()].
        fallback_mode (Literal[""no_fallback"", ""first_match""], optional): How to handle extraction failures. Defaults to ""first_match"".
            - ""no_fallback"": Return only successfully parsed expressions
            - ""first_match"": Include the first string match even if parsing failed
        extraction_mode (Literal[""first_match"", ""any_match""], optional): Strategy for extracting matches. Defaults to ""any_match"".
            - ""first_match"": Stop after finding the first match
            - ""any_match"": Try to extract all possible matches, stops after first sucesful parsing attempt
        parsing_timeout (int, optional): Maximum time in seconds to spend parsing each expression. Defaults to 3. Any timeout seconds > 0 or not None will result in the function to raise a ValueError if it's called in a threaded environment.
        raise_on_error (bool, optional): Whether to raise an exception if an error occurs during parsing or return an empty list. Defaults to False.

    Returns:
        list: List of extracted predictions. Each prediction can be:
            - SymPy expression (for successfully parsed mathematical expressions)
            - String (for fallback matches when fallback_mode=""first_match"")
            Empty list if no matches are found.
",verified
F035,math-verify,extraction_call,Public parse invokes the real regex/extraction pipeline under a timeout.,huggingface/Math-Verify,ba3d3aaff23b3f4cac7a14672b4f6e293d97c98b,src/math_verify/parser.py,700,706,https://github.com/huggingface/Math-Verify/blob/ba3d3aaff23b3f4cac7a14672b4f6e293d97c98b/src/math_verify/parser.py#L700-L706,"    try:
        target_res = get_extraction_regexes(extraction_config)
        return timeout(timeout_seconds=parsing_timeout)(extract_target_from_pred)(
            pred,
            target_res,
            fallback_mode=fallback_mode,
            extraction_mode=extraction_mode,
",verified
F036,math-verify,scoring,Public verify compares parsed gold and target with native mathematical strategies.,huggingface/Math-Verify,ba3d3aaff23b3f4cac7a14672b4f6e293d97c98b,src/math_verify/grader.py,755,773,https://github.com/huggingface/Math-Verify/blob/ba3d3aaff23b3f4cac7a14672b4f6e293d97c98b/src/math_verify/grader.py#L755-L773,"def verify(
    gold: list[Basic | MatrixBase | str] | Basic | MatrixBase | str,
    target: list[Basic | MatrixBase | str] | Basic | MatrixBase | str,
    float_rounding: int = 6,
    numeric_precision: int = 15,
    strict: bool = True,
    allow_set_relation_comp: bool = False,
    timeout_seconds: int | None = 5,
    raise_on_error: bool = False,
) -> bool:
    """"""Verifies if the target expression matches the gold expression using multiple comparison strategies.

    This function implements a comprehensive comparison system for mathematical expressions,
    handling various types of mathematical objects (numbers, expressions, sets, matrices, etc.)
    with multiple fallback strategies.

    Note:
        - It's expected that both gold and pred has been parsed with math_verify.parse function.
        - Function is not symmetric, gold answer should be passed as gold and prediction as pred. The non-symmetric nature appears at assignment simplification and equation interval conversion.
",verified
F037,matharena,task_cap,DeepSeek R1 model config sets max_tokens to 32000.,eth-sri/matharena,a11194deff8c67a232974a383795e8a2776b4c6f,configs/models/deepseek/deepseek_r1.yaml,1,5,https://github.com/eth-sri/matharena/blob/a11194deff8c67a232974a383795e8a2776b4c6f/configs/models/deepseek/deepseek_r1.yaml#L1-L5,"model: deepseek-ai/DeepSeek-R1
api: together
max_tokens: 32000
temperature: 0.6
top_p: 0.95
",verified
F038,matharena,extraction_fallback,Non-strict parser falls back to the last integer; strict parsing suppresses that fallback.,eth-sri/matharena,a11194deff8c67a232974a383795e8a2776b4c6f,src/matharena/parser.py,346,395,https://github.com/eth-sri/matharena/blob/a11194deff8c67a232974a383795e8a2776b4c6f/src/matharena/parser.py#L346-L395,"def extract_last_integer(text: str) -> Optional[int]:
    """"""Extracts the last integer from a string.

    Args:
        text (str): The string to search.

    Returns:
        tuple: A tuple containing the last integer and a warning level.
    """"""
    pattern = r""\b\d+\b""
    matches = list(regex.finditer(pattern, text))
    if not matches:
        return None, WarningType.MAJOR
    try:
        return int(matches[-1].group()), WarningType.MAJOR
    except Exception as e:
        logger.warning(f""Error extracting last integer: {e}"")
        return None, WarningType.MAJOR


def extract_answer(
    text: str, strict_parsing: bool = True, parse: bool = True, list_answer: bool = False, typed_delimiters: bool = True
):
    """"""Extracts and parses the final answer from a string.

    Args:
        text (str): The string to search.
        strict_parsing (bool, optional): Whether to use strict parsing. Defaults to True.
        parse (bool, optional): Whether to parse the answer. Defaults to True.
        list_answer (bool, optional): Whether to expect a list of answers. Defaults to False.

    Returns:
        tuple: A tuple containing the parsed answer and a warning level.
    """"""
    if text is None or len(text) == 0:
        return None, WarningType.MAJOR
    warning_old = WarningType.NONE
    if text in complete_mapper:
        text = complete_mapper[text]
        warning_old = WarningType.MAJOR
    text, warning = replace_unicode(text)
    warning = max(warning, warning_old)
    answer, warning_new = extract_boxed_answer_parse(text, parse, list_answer, typed_delimiters=typed_delimiters)
    if isinstance(answer, AnswerList) and len(answer.answers) == 1:
        answer = answer.answers[0]
    warning = max(warning, warning_new)
    if answer is not None or strict_parsing:
        return answer, warning

    return extract_last_integer(text)
",verified
F039,matharena,extraction_call,Competition grader sends the last assistant message through the configured real parser.,eth-sri/matharena,a11194deff8c67a232974a383795e8a2776b4c6f,src/matharena/grader.py,152,189,https://github.com/eth-sri/matharena/blob/a11194deff8c67a232974a383795e8a2776b4c6f/src/matharena/grader.py#L152-L189,"def extract_and_grade(messages, output_tokens, gold_answer, competition_config, problem=None, debug_info=""""):
    """"""
    Grade the model's messages against the gold answer.

    Args:
        messages (list): The list of message dictionaries from the model (clean format).
        gold_answer (str): The gold answer as string.

    Returns:
        tuple: (answer, is_correct, warning)
    """"""

    is_final_answer = competition_config.get(""final_answer"", True)
    is_lean_comp = competition_config.get(""lean"", False)
    use_strict_parsing = competition_config.get(""strict_parsing"", False)
    use_exact_match = competition_config.get(""exact_match_parsing"", False)
    use_typed_delimiters = competition_config.get(""typed_delimited_answers"", True)

    is_broken, reason = is_conversation_broken(messages)
    if is_broken:
        raise ValueError(f""Message list is broken: {reason}"")

    if is_lean_comp:
        return grade_lean_submission(messages, competition_config, problem, debug_info=debug_info)

    gold_answer_is_list = is_final_answer and "","" in gold_answer

    last_message = messages[-1][""content""]
    if use_exact_match:
        model_answer, warning = extract_boxed_answer(last_message, list_answer=gold_answer_is_list)
    else:
        model_answer, warning = extract_answer(
            last_message,
            strict_parsing=use_strict_parsing,
            parse=True,
            list_answer=gold_answer_is_list,
            typed_delimiters=use_typed_delimiters,
        )
",verified
F040,math-verify,task_cap,Shipped MATH-Hard task sets generation_size to 1024 and uses the public parser-backed metric.,huggingface/Math-Verify,ba3d3aaff23b3f4cac7a14672b4f6e293d97c98b,src/math_verify/tasks.py,167,190,https://github.com/huggingface/Math-Verify/blob/ba3d3aaff23b3f4cac7a14672b4f6e293d97c98b/src/math_verify/tasks.py#L167-L190,"math_hard_lighteval = [
    LightevalTaskConfig(
        name=f""math_hard:{subset}"",
        suite=[""lighteval"", ""math""],
        prompt_function=math_hard_prompt_function,
        hf_repo=""lighteval/MATH-Hard"",
        hf_subset=subset,
        evaluation_splits=[""test""],
        few_shots_split=""train"",
        generation_size=1024,
        metric=[
            as_lighteval_metric(
                math_metric(
                    gold_extraction_target=(
                        LatexExtractionConfig(boxed_match_priority=0),
                    ),
                    pred_extraction_target=(
                        LatexExtractionConfig(),
                        ExprExtractionConfig(),
                    ),
                )
            ),
        ],
        stop_sequence=[""\nQuestion:"", ""\nProblem:"", ""\nquestion:"", ""\nproblem:""],
",verified
F041,matharena,default_cap,APIClient has no numeric max-token default.,eth-sri/matharena,a11194deff8c67a232974a383795e8a2776b4c6f,src/matharena/api_client.py,51,56,https://github.com/eth-sri/matharena/blob/a11194deff8c67a232974a383795e8a2776b4c6f/src/matharena/api_client.py#L51-L56,"    def __init__(
        self,
        model,
        timeout=30000,
        max_tokens=None,
        api=""openai"",
",verified
F042,matharena,default_cap_resolution,MathArena maps reasoning model token fields and injects a cap only when model configuration is non-null.,eth-sri/matharena,a11194deff8c67a232974a383795e8a2776b4c6f,src/matharena/api_client.py,125,150,https://github.com/eth-sri/matharena/blob/a11194deff8c67a232974a383795e8a2776b4c6f/src/matharena/api_client.py#L125-L150,"        # Adapt model name and other args to the model
        if ""--"" in model:
            model, reasoning_effort = model.split(""--"")
            logger.info(f""Model: {model}, Reasoning effort: {reasoning_effort}"")
        if (api not in [""anthropic"", ""openai""] or self.tool_calls_allowed) and batch_processing:
            logger.warning(""Batch processing is only supported for the Anthropic API and OpenAI API without tool calling."")
            batch_processing = False
        if (""o1"" in model or ""o3"" in model or ""o4"" in model or ""gpt-5"" in model) and api == ""openai"":
            logger.info(""Not using system messages for o1/o3/o4 model."")
            no_system_messages = True  # o1 model cannot handle system messages
            if not use_openai_responses_api:
                max_tokens_param = ""max_completion_tokens""
        if use_openai_responses_api and not batch_processing:
            max_tokens_param = ""max_output_tokens""
        if self.tool_calls_allowed and not use_openai_responses_api and not api == ""anthropic"":
            max_tokens_param = ""max_completion_tokens""
        self._kwarg_remover(api, model, kwargs)

        self.model = model
        self.kwargs = kwargs
        self.max_tokens_param = max_tokens_param
        self.context_limit = context_limit
        self.max_tokens = max_tokens
        if max_tokens is not None:
            self.kwargs[max_tokens_param] = max_tokens
        self.timeout = timeout
",verified
F043,matharena,task_cap_inheritance,AIME 2025 sets non-strict parsing but no competition-level generation cap.,eth-sri/matharena,a11194deff8c67a232974a383795e8a2776b4c6f,configs/competitions/aime/aime_2025.yaml,1,5,https://github.com/eth-sri/matharena/blob/a11194deff8c67a232974a383795e8a2776b4c6f/configs/competitions/aime/aime_2025.yaml#L1-L5,"instruction: ""Put your final answer within \\boxed{{}}.\nThe answer is an integer between 0 and 999 inclusive.""
strict_parsing: false
n_problems: 30
date: ""2025-02-12""
dataset_path: MathArena/aime_2025
",verified
F044,lighteval,task_cap,GSM8K sets generation_size to 256.,huggingface/lighteval,64f4f5ae173626509fad6e477ca4ee56ebb26129,src/lighteval/tasks/tasks/gsm8k.py,67,85,https://github.com/huggingface/lighteval/blob/64f4f5ae173626509fad6e477ca4ee56ebb26129/src/lighteval/tasks/tasks/gsm8k.py#L67-L85,"gsm8k = LightevalTaskConfig(
    name=""gsm8k"",
    prompt_function=gsm8k_prompt,
    sample_fields=record_to_sample,
    sample_to_fewshot=sample_to_fewshot,
    solver=[prompt_template(MATH_PROMPT_TEMPLATE), generate(cache=True)],
    scorer=math_scorer(),
    hf_repo=""openai/gsm8k"",
    hf_subset=""main"",
    hf_avail_splits=[""train"", ""test""],
    evaluation_splits=[""test""],
    few_shots_split=None,
    few_shots_select=""random_sampling_from_train"",
    generation_size=256,
    metrics=[
        Metrics.expr_gold_metric,
    ],
    stop_sequence=[""Question:""],
    version=0,
",verified
F045,lighteval,task_cap,Legacy MATH algebra sets generation_size to 2048.,huggingface/lighteval,64f4f5ae173626509fad6e477ca4ee56ebb26129,src/lighteval/tasks/tasks/math.py,35,56,https://github.com/huggingface/lighteval/blob/64f4f5ae173626509fad6e477ca4ee56ebb26129/src/lighteval/tasks/tasks/math.py#L35-L56,"math_algebra = LightevalTaskConfig(
    name=""math:algebra"",
    prompt_function=math_prompt,
    hf_repo=""DigitalLearningGmbH/MATH-lighteval"",
    hf_subset=""algebra"",
    hf_avail_splits=[""train"", ""test""],
    evaluation_splits=[""test""],
    few_shots_split=None,
    few_shots_select=None,
    generation_size=2048,
    metrics=[
        Metrics.maj_at_n(
            sample_params={
                ""n"": 4,
                ""strip_strings"": True,
                ""normalize_pred"": math_normalizer,
                ""normalize_gold"": math_normalizer,
            }
        ),
    ],
    stop_sequence=[""\n""],
    version=1,
",verified
F046,lighteval,task_cap,MATH-500 sets generation_size to 32768.,huggingface/lighteval,64f4f5ae173626509fad6e477ca4ee56ebb26129,src/lighteval/tasks/tasks/math_500.py,58,75,https://github.com/huggingface/lighteval/blob/64f4f5ae173626509fad6e477ca4ee56ebb26129/src/lighteval/tasks/tasks/math_500.py#L58-L75,"math_500 = LightevalTaskConfig(
    name=""math_500"",
    prompt_function=math_500_prompt,
    hf_repo=""HuggingFaceH4/MATH-500"",
    hf_subset=""default"",
    hf_avail_splits=[""test""],
    evaluation_splits=[""test""],
    few_shots_split=None,
    few_shots_select=None,
    generation_size=32768,
    metrics=[
        Metrics.pass_at_k_math(sample_params={""k"": 1, ""n"": 1}),
    ],
    version=2,
    sample_fields=record_to_sample,
    solver=[prompt_template(MATH_QUERY_TEMPLATE), generate(cache=True)],
    scorer=model_graded_fact(),
)
",verified
F047,lighteval,task_cap,Generative GPQA variants set generation_size to 32768 for reasoning models.,huggingface/lighteval,64f4f5ae173626509fad6e477ca4ee56ebb26129,src/lighteval/tasks/tasks/gpqa.py,127,180,https://github.com/huggingface/lighteval/blob/64f4f5ae173626509fad6e477ca4ee56ebb26129/src/lighteval/tasks/tasks/gpqa.py#L127-L180,"gpqa_diamond_instruct = LightevalTaskConfig(
    name=""gpqa:diamond"",
    prompt_function=gpqa_instruct_prompt,
    sample_fields=record_to_sample,
    sample_to_fewshot=sample_to_fewshot,
    solver=[multiple_choice(cache=True)],
    scorer=choice(),
    hf_repo=""Idavidrein/gpqa"",
    hf_subset=""gpqa_diamond"",
    hf_avail_splits=[""train""],
    evaluation_splits=[""train""],
    few_shots_split=None,
    few_shots_select=None,
    generation_size=32768,  # needed for reasoning models like R1
    metrics=[Metrics.gpqa_instruct_pass_at_k(sample_params={""k"": 1})],
    stop_sequence=[],  # no stop sequence, will use eos token
    version=1,
)

gpqa_extended_instruct = LightevalTaskConfig(
    name=""gpqa:extended"",
    prompt_function=gpqa_instruct_prompt,
    sample_fields=record_to_sample,
    sample_to_fewshot=sample_to_fewshot,
    solver=[multiple_choice(cache=True)],
    scorer=choice(),
    hf_repo=""Idavidrein/gpqa"",
    hf_subset=""gpqa_extended"",
    hf_avail_splits=[""train""],
    evaluation_splits=[""train""],
    few_shots_split=None,
    few_shots_select=None,
    generation_size=32768,  # needed for reasoning models like R1
    metrics=[Metrics.gpqa_instruct_metric],
    stop_sequence=[],  # no stop sequence, will use eos token
    version=0,
)

gpqa_main_instruct = LightevalTaskConfig(
    name=""gpqa:main"",
    prompt_function=gpqa_instruct_prompt,
    sample_fields=record_to_sample,
    sample_to_fewshot=sample_to_fewshot,
    solver=[multiple_choice(cache=True)],
    scorer=choice(),
    hf_repo=""Idavidrein/gpqa"",
    hf_subset=""gpqa_main"",
    hf_avail_splits=[""train""],
    evaluation_splits=[""train""],
    few_shots_split=None,
    few_shots_select=None,
    generation_size=32768,  # needed for reasoning models like R1
    metrics=[Metrics.gpqa_instruct_metric],
    stop_sequence=[],  # no stop sequence, will use eos token
",verified
F048,simple-evals,model_cap,Main runner overrides sampler caps to 2048 for GPT-4.1 configurations.,openai/simple-evals,652c89d0ca9df547706735883097e9537d40dc47,simple_evals.py,213,223,https://github.com/openai/simple-evals/blob/652c89d0ca9df547706735883097e9537d40dc47/simple_evals.py#L213-L223,"        # GPT-4.1 models
        ""gpt-4.1"": ChatCompletionSampler(
            model=""gpt-4.1-2025-04-14"",
            system_message=OPENAI_SYSTEM_MESSAGE_API,
            max_tokens=2048,
        ),
        ""gpt-4.1-temp-1"": ChatCompletionSampler(
            model=""gpt-4.1-2025-04-14"",
            system_message=OPENAI_SYSTEM_MESSAGE_API,
            max_tokens=2048,
            temperature=1.0,
",verified
F049,matharena,truncation_logging,RequestLogger can persist a redacted raw provider response.,eth-sri/matharena,a11194deff8c67a232974a383795e8a2776b4c6f,src/matharena/request_logger.py,100,129,https://github.com/eth-sri/matharena/blob/a11194deff8c67a232974a383795e8a2776b4c6f/src/matharena/request_logger.py#L100-L129,"    def log_response(self, ts, batch_idx, response=None, **info):
        if not self.enabled:
            return
        try:
            problem_idx, logfile = self._logfile(ts, batch_idx)
            if not os.path.exists(logfile):
                logger.warning(f""Can't log response, log file does not exist: {logfile}"")
                return

            try:
                with open(logfile, ""r"", encoding=""utf-8"") as f:
                    data = json.load(f, object_pairs_hook=OrderedDict)
            except Exception as exc:
                logger.warning(f""Recovering response log after unreadable request log {logfile}: {exc}"")
                data = OrderedDict(
                    {
                        ""comp_name"": self.comp_name,
                        ""solver_name"": self.solver_name,
                        ""timestamp"": ts,
                        ""problem_idx"": problem_idx,
                        ""batch_idx"": batch_idx,
                        ""request_log_error"": str(exc),
                    }
                )

            # Update the data with the response information
            data[""response_info""] = info
            if response is not None:
                data[""response""] = self._redact_for_logging(response)
            self._write_json(logfile, data)
",verified
F050,matharena,truncation_visibility,"Semantic InternalRequestResult drops finish reason and retains only conversation, token counts, retries, and time.",eth-sri/matharena,a11194deff8c67a232974a383795e8a2776b4c6f,src/matharena/api_client.py,332,342,https://github.com/eth-sri/matharena/blob/a11194deff8c67a232974a383795e8a2776b4c6f/src/matharena/api_client.py#L332-L342,"    class InternalRequestResult:
        """"""A class to hold the result of a request internally (below run_queries).""""""

        def __init__(self, conversation, input_tokens, output_tokens, cached_input_tokens=0, cached_write_tokens=0, n_retries=0, time=0):
            self.conversation = conversation
            self.input_tokens = input_tokens
            self.output_tokens = output_tokens
            self.cached_input_tokens = cached_input_tokens
            self.cached_write_tokens = cached_write_tokens
            self.n_retries = n_retries
            self.time = time
",verified
F051,matharena,truncation_heuristic,Grader warns on suspicious power-of-two/ten output lengths only after an incorrect score.,eth-sri/matharena,a11194deff8c67a232974a383795e8a2776b4c6f,src/matharena/grader.py,215,224,https://github.com/eth-sri/matharena/blob/a11194deff8c67a232974a383795e8a2776b4c6f/src/matharena/grader.py#L215-L224,"        typed_gold_answer, _ = parse_answer(
            gold_answer, list_answer=gold_answer_is_list, typed_delimiters=use_typed_delimiters
        )
        is_correct = check_answers(model_answer, typed_gold_answer)

    if not is_correct and check_output_length(output_tokens):
        logger.warning(
            f""[{debug_info}] Model output length {output_tokens} is of the form 10**k * 2**n. This might indicate it hit the token limit.""
        )
        warning = WarningType.MINOR  # model just didn't have time, any error could have been caused by this
",verified
F052,lighteval,truncation_visibility,LiteLLM response conversion retains content and reasoning but drops choice finish reason.,huggingface/lighteval,64f4f5ae173626509fad6e477ca4ee56ebb26129,src/lighteval/models/endpoints/litellm_model.py,363,375,https://github.com/huggingface/lighteval/blob/64f4f5ae173626509fad6e477ca4ee56ebb26129/src/lighteval/models/endpoints/litellm_model.py#L363-L375,"            for response, context in zip(responses, contexts):
                result: list[str] = [choice.message.content for choice in response.choices]
                reasonings: list[str | None] = [
                    getattr(choice.message, ""reasoning_content"", None) for choice in response.choices
                ]

                cur_response = ModelResponse(
                    # In empty responses, the model should return an empty string instead of None
                    text=result if result[0] else [""""],
                    reasonings=reasonings,
                    input=context,
                )
                results.append(cur_response)
",verified
F053,livebench,truncation_scoring,Ground-truth judgment forces zero only for recognized coarse eval_status failures.,LiveBench/LiveBench,00eae856aa1c1a9e9d058a65a9a94d85884034c4,livebench/gen_ground_truth_judgment.py,108,116,https://github.com/LiveBench/LiveBench/blob/00eae856aa1c1a9e9d058a65a9a94d85884034c4/livebench/gen_ground_truth_judgment.py#L108-L116,"    eval_status = answer.get(""eval_status"")

    splits = task_or_subtask.split('_')

    eval_error = None
    try:
        if eval_status in FAILURE_EVAL_STATUSES:
            score = 0
            category = question.get(""category"", task)
",verified
F054,helm,default_cap,Bare AdapterSpec defaults max_tokens to 100.,stanford-crfm/helm,63754d05db6f874e41a395880fb573890a13e791,src/helm/benchmark/adaptation/adapter_spec.py,112,124,https://github.com/stanford-crfm/helm/blob/63754d05db6f874e41a395880fb573890a13e791/src/helm/benchmark/adaptation/adapter_spec.py#L112-L124,"    # Decoding parameters (inherited by `Request`)

    model_deployment: str = """"
    """"""Name of the language model deployment (<host_organization>/<model name>) to send requests to.""""""

    model: str = """"
    """"""Name of the language model (<creator_organization>/<model name>) to send requests to.""""""

    temperature: float = 1
    """"""Temperature parameter used in generation.""""""

    max_tokens: int = 100
    """"""Maximum number of tokens to generate.""""""
",verified
F055,helm,default_cap_resolution,"Generic generation helper instead defaults max_tokens to 5, so default is construction-path specific.",stanford-crfm/helm,63754d05db6f874e41a395880fb573890a13e791,src/helm/benchmark/adaptation/common_adapter_specs.py,276,289,https://github.com/stanford-crfm/helm/blob/63754d05db6f874e41a395880fb573890a13e791/src/helm/benchmark/adaptation/common_adapter_specs.py#L276-L289,"def get_generation_adapter_spec(
    instructions: str = """",
    input_noun: Optional[str] = None,
    newline_after_input_noun: bool = False,
    output_noun: Optional[str] = None,
    newline_after_output_noun: bool = False,
    max_train_instances: int = 5,
    num_outputs: int = 1,
    max_tokens: int = 5,
    stop_sequences: Optional[List] = None,  # default value of `stop_sequences` is [""\n""]
    temperature: float = 0.0,
    multi_label: bool = False,
    sample_train: bool = True,
) -> AdapterSpec:
",verified
F056,helm,task_cap,GSM8K sets 400; MATH sets 400 for CoT and 20 otherwise.,stanford-crfm/helm,63754d05db6f874e41a395880fb573890a13e791,src/helm/benchmark/run_specs/lite_run_specs.py,137,224,https://github.com/stanford-crfm/helm/blob/63754d05db6f874e41a395880fb573890a13e791/src/helm/benchmark/run_specs/lite_run_specs.py#L137-L224,"@run_spec_function(""gsm"")
def get_gsm_spec() -> RunSpec:
    scenario_spec = ScenarioSpec(class_name=""helm.benchmark.scenarios.gsm_scenario.GSM8KScenario"", args={})

    # Create AdapterSpec based on the GSM8K paper: https://arxiv.org/pdf/2110.14168.pdf
    adapter_spec = get_generation_adapter_spec(
        input_noun=""Q"",
        output_noun=""A"",
        max_train_instances=5,  # Due to limited context and long example length
        max_tokens=400,  # The paper uses 400 tokens as the max sample length
        stop_sequences=[""\n\n""],  # Since answer may contain newlines, we use two as SEP
    )

    return RunSpec(
        name=""gsm"",
        scenario_spec=scenario_spec,
        adapter_spec=adapter_spec,
        metric_specs=get_basic_generation_metric_specs([""exact_match_indicator"", ""final_number_exact_match""])
        + get_generic_metric_specs()
        + get_generative_harms_metric_specs(),
        groups=[""gsm""],
    )


@run_spec_function(""math"")
def get_math_spec(
    subject: str,
    level: str,
    use_official_examples: str = ""False"",
    use_chain_of_thought: str = ""False"",
) -> RunSpec:
    # Convert to bools and remove the str versions
    use_official_examples_bool: bool = use_official_examples.lower() == ""true""
    use_chain_of_thought_bool: bool = use_chain_of_thought.lower() == ""true""
    del use_official_examples
    del use_chain_of_thought

    if use_chain_of_thought_bool:
        assert not use_official_examples_bool, ""Cannot use official examples when use_chain_of_thought is True.""
    scenario_spec = ScenarioSpec(
        class_name=""helm.benchmark.scenarios.math_scenario.MATHScenario"",
        args={
            ""subject"": subject,
            ""level"": level,
            ""use_official_examples"": use_official_examples_bool,
            ""use_chain_of_thought"": use_chain_of_thought_bool,
        },
    )

    if use_chain_of_thought_bool:  # Include the solution in the output as per https://arxiv.org/abs/2201.11903
        output_prefix = ""Answer: ""  # Don't include LaTeX '$' delimiters
        output_suffix = ""\n""
        instance_prefix = ""###\n""  # Don't include LaTeX '$' delimiters
        max_tokens = 400  # Increase the number of tokens to generate
        stop_sequences = [""###""]  # Break at the next instance; extraneous output will be stripped out
        groups = [""math_chain_of_thought""]
    else:
        output_prefix = ""Answer: $""
        output_suffix = ""$\n""
        instance_prefix = ""###\n""
        max_tokens = 20
        stop_sequences = [""$""]  # Break at the nearest LaTeX closing delimiter
        groups = [""math_regular""]

    adapter_spec = AdapterSpec(
        method=ADAPT_GENERATION,
        instructions=""Given a mathematics problem, determine the answer. Simplify your answer as much as possible.\n"",
        max_train_instances=8,
        num_outputs=1,
        temperature=0.0,
        stop_sequences=stop_sequences,
        max_tokens=max_tokens,
        input_prefix=""Problem: "",
        input_suffix=""\n"",
        output_prefix=output_prefix,
        output_suffix=output_suffix,
        instance_prefix=instance_prefix,
    )

    return RunSpec(
        name=f""math:subject={subject},level={level},""
        f""use_official_examples={use_official_examples_bool},use_chain_of_thought={use_chain_of_thought_bool}"",
        scenario_spec=scenario_spec,
        adapter_spec=adapter_spec,
        metric_specs=get_basic_metric_specs(
            [""math_equiv_chain_of_thought"" if use_chain_of_thought_bool else ""math_equiv""]
        )
        + get_generative_harms_metric_specs(),
",verified
F057,helm,extraction_fallback,GSM scorer extracts the final numeric regex match from both gold and prediction.,stanford-crfm/helm,63754d05db6f874e41a395880fb573890a13e791,src/helm/benchmark/metrics/evaluate_reference_metrics.py,145,161,https://github.com/stanford-crfm/helm/blob/63754d05db6f874e41a395880fb573890a13e791/src/helm/benchmark/metrics/evaluate_reference_metrics.py#L145-L161,"def final_number_exact_match(gold: str, pred: str) -> float:
    """"""
    Returns 1 iff the final number in gold and pred match.
    Similar to exact_match_indicator.
    Example:
    - gold = ""The answer is 15.""
    - pred = ""The answer is 15 eggs.""
    - Returns 1
    """"""

    def get_final_number(x: str) -> str:
        matches = re.findall(r""-?[\d,]+(?:.\d+)?"", x)
        if not matches:
            return """"
        return matches[-1].replace("","", """")

    return exact_match(get_final_number(gold), get_final_number(pred))
",verified
F058,helm,extraction_scoring,MATH get_answer selects the last complete box and native equivalence compares extracted answers.,stanford-crfm/helm,63754d05db6f874e41a395880fb573890a13e791,src/helm/benchmark/scenarios/math_scenario.py,253,293,https://github.com/stanford-crfm/helm/blob/63754d05db6f874e41a395880fb573890a13e791/src/helm/benchmark/scenarios/math_scenario.py#L253-L293,"def get_answer(solution: Optional[str]) -> Optional[str]:
    if solution is None:
        return None
    last_boxed = last_boxed_only_string(solution)
    if last_boxed is None:
        return None
    answer = remove_boxed(last_boxed)
    if answer is None:
        return None
    return answer


def is_equiv(str1: Optional[str], str2: Optional[str]) -> float:
    """"""Returns (as a float) whether two strings containing math are equivalent up to differences of formatting in
    - units
    - fractions
    - square roots
    - superfluous LaTeX.

    Source: https://github.com/hendrycks/math
    """"""
    if str1 is None and str2 is None:
        print(""WARNING: Both None"")
        return 1.0
    if str1 is None or str2 is None:
        return 0.0

    try:
        ss1 = _strip_string(str1)
        ss2 = _strip_string(str2)
        return float(ss1 == ss2)
    except Exception:
        return float(str1 == str2)


def is_equiv_chain_of_thought(str1: str, str2: str) -> float:
    """"""Strips the solution first before calling `is_equiv`.""""""
    ans1 = get_answer(str1)
    ans2 = get_answer(str2)

    return is_equiv(ans1, ans2)
",verified
